date,hour,ws,wd,site
2015-10-17,16,4.38,273,27-017-7417
2015-10-17,17,3.11,269,27-017-7417
2015-10-17,18,6.87,288,27-017-7417
2015-10-17,19,6.9,297,27-017-7417
2015-10-17,20,7.88,298,27-017-7417
2015-10-17,21,8,316,27-017-7417
2015-10-17,22,7.78,300,27-017-7417
2015-10-17,23,6.05,302,27-017-7417
2015-10-18,0,3.34,305,27-017-7417
2015-10-18,1,3.29,307,27-017-7417
2015-10-18,2,3.08,304,27-017-7417
2015-10-18,3,2.78,293,27-017-7417
2015-10-18,4,2.71,302,27-017-7417
2015-10-18,5,2.92,331,27-017-7417
2015-10-18,6,1.16,213,27-017-7417
2015-10-18,7,1.37,353,27-017-7417
2015-10-18,9,0.34,75,27-017-7417
2015-10-18,10,1.6,108,27-017-7417
2015-10-18,11,2.64,167,27-017-7417
2015-10-18,12,2.85,100,27-017-7417
2015-10-18,13,2.82,104,27-017-7417
2015-10-18,14,3.24,135,27-017-7417
2015-10-18,15,7.71,149,27-017-7417
2015-10-18,16,9.33,142,27-017-7417
2015-10-18,17,7.5,147,27-017-7417
2015-10-18,18,9.39,173,27-017-7417
2015-10-18,19,9.37,182,27-017-7417
2015-10-18,20,14.11,184,27-017-7417
2015-10-18,21,9.3,157,27-017-7417
2015-10-18,22,9.46,164,27-017-7417
2015-10-18,23,8.48,157,27-017-7417
2015-10-19,0,6.35,150,27-017-7417
2015-10-19,1,5.87,169,27-017-7417
2015-10-19,2,9.9,183,27-017-7417
2015-10-19,3,13.2,191,27-017-7417
2015-10-19,4,14.36,193,27-017-7417
2015-10-19,5,11.61,194,27-017-7417
2015-10-19,6,12.93,194,27-017-7417
2015-10-19,7,13.58,204,27-017-7417
2015-10-19,8,9.3,205,27-017-7417
2015-10-19,9,10.22,195,27-017-7417
2015-10-19,10,7.73,202,27-017-7417
2015-10-19,11,8.34,211,27-017-7417
2015-10-19,12,5.97,210,27-017-7417
2015-10-19,13,6.56,220,27-017-7417
2015-10-19,14,4.89,231,27-017-7417
2015-10-19,15,6.45,206,27-017-7417
2015-10-19,16,3.68,236,27-017-7417
2015-10-19,17,4.48,227,27-017-7417
2015-10-19,18,1.05,264,27-017-7417
2015-10-19,19,3.08,239,27-017-7417
2015-10-19,20,3.17,256,27-017-7417
2015-10-19,21,0.84,238,27-017-7417
2015-10-19,22,6.44,204,27-017-7417
2015-10-19,23,0.69,228,27-017-7417
2015-10-20,0,2.26,249,27-017-7417
2015-10-20,1,0.31,299,27-017-7417
2015-10-20,2,2.8,313,27-017-7417
2015-10-20,3,4.38,323,27-017-7417
2015-10-20,4,6.67,350,27-017-7417
2015-10-20,5,5.64,4,27-017-7417
2015-10-20,6,7.5,23,27-017-7417
2015-10-20,7,3.53,36,27-017-7417
2015-10-20,8,6.03,57,27-017-7417
2015-10-20,9,6.95,57,27-017-7417
2015-10-20,10,9.46,67,27-017-7417
2015-10-20,11,13.64,71,27-017-7417
2015-10-20,12,13.14,76,27-017-7417
2015-10-20,13,15.45,77,27-017-7417
2015-10-20,14,15.12,70,27-017-7417
2015-10-20,15,16.43,78,27-017-7417
2015-10-20,16,15.16,84,27-017-7417
2015-10-20,17,15.62,69,27-017-7417
2015-10-20,18,17.57,70,27-017-7417
2015-10-20,19,14.27,82,27-017-7417
2015-10-20,20,19.49,69,27-017-7417
2015-10-20,21,17.3,71,27-017-7417
2015-10-20,22,15.58,76,27-017-7417
2015-10-20,23,14.65,77,27-017-7417
2015-10-21,0,12.16,78,27-017-7417
2015-10-21,1,14.23,79,27-017-7417
2015-10-21,2,12.12,86,27-017-7417
2015-10-21,3,13.41,79,27-017-7417
2015-10-21,4,10.95,71,27-017-7417
2015-10-21,5,13.78,87,27-017-7417
2015-10-21,6,10.59,93,27-017-7417
2015-10-21,7,8.93,92,27-017-7417
2015-10-21,8,8.29,94,27-017-7417
2015-10-21,9,7.64,93,27-017-7417
2015-10-21,10,6.03,93,27-017-7417
2015-10-21,11,5.44,104,27-017-7417
2015-10-21,12,3.4,113,27-017-7417
2015-10-21,13,0.56,95,27-017-7417
2015-10-21,16,10.24,268,27-017-7417
2015-10-21,17,14.51,263,27-017-7417
2015-10-21,18,16.59,289,27-017-7417
2015-10-21,19,15.89,291,27-017-7417
2015-10-21,20,15.54,282,27-017-7417
2015-10-21,21,16.26,283,27-017-7417
2015-10-21,22,15.26,297,27-017-7417
2015-10-21,23,10.18,299,27-017-7417
2015-10-22,0,8.05,295,27-017-7417
2015-10-22,1,5.28,274,27-017-7417
2015-10-22,2,3.25,251,27-017-7417
2015-10-22,3,3.67,240,27-017-7417
2015-10-22,4,6.01,232,27-017-7417
2015-10-22,5,6.94,257,27-017-7417
2015-10-22,6,8.27,248,27-017-7417
2015-10-22,7,7.49,266,27-017-7417
2015-10-22,8,6.74,267,27-017-7417
2015-10-22,9,6.64,277,27-017-7417
2015-10-22,10,5.42,278,27-017-7417
2015-10-22,11,0.73,271,27-017-7417
2015-10-22,12,4.58,278,27-017-7417
2015-10-22,13,0.97,221,27-017-7417
2015-10-22,14,3.32,270,27-017-7417
2015-10-22,15,4.01,323,27-017-7417
2015-10-22,16,1.67,245,27-017-7417
2015-10-22,17,1.78,225,27-017-7417
2015-10-22,18,4.12,252,27-017-7417
2015-10-22,19,2.27,358,27-017-7417
2015-10-22,20,2.63,182,27-017-7417
2015-10-22,21,1.01,94,27-017-7417
2015-10-22,22,6.11,61,27-017-7417
2015-10-22,23,5.48,89,27-017-7417
2015-10-23,0,5.61,88,27-017-7417
2015-10-23,1,7.38,85,27-017-7417
2015-10-23,2,6.55,88,27-017-7417
2015-10-23,3,6.41,88,27-017-7417
2015-10-23,4,7.24,88,27-017-7417
2015-10-23,5,6.69,84,27-017-7417
2015-10-23,6,7.05,83,27-017-7417
2015-10-23,7,8.5,85,27-017-7417
2015-10-23,8,8.81,93,27-017-7417
2015-10-23,9,12.27,90,27-017-7417
2015-10-23,10,8.18,100,27-017-7417
2015-10-23,11,6.98,107,27-017-7417
2015-10-23,12,6.18,108,27-017-7417
2015-10-23,13,7.72,109,27-017-7417
2015-10-23,14,8.04,111,27-017-7417
2015-10-23,15,7.54,117,27-017-7417
2015-10-23,16,9.56,117,27-017-7417
2015-10-23,17,10.54,102,27-017-7417
2015-10-23,18,9.17,116,27-017-7417
2015-10-23,19,10.02,117,27-017-7417
2015-10-23,20,12.89,110,27-017-7417
2015-10-23,21,12.86,110,27-017-7417
2015-10-23,22,9.3,101,27-017-7417
2015-10-23,23,5.54,108,27-017-7417
2015-10-24,0,5.32,107,27-017-7417
2015-10-24,1,5.05,112,27-017-7417
2015-10-24,2,4.78,115,27-017-7417
2015-10-24,3,3.3,110,27-017-7417
2015-10-24,4,0.66,91,27-017-7417
2015-10-24,5,2.73,76,27-017-7417
2015-10-24,6,3.17,325,27-017-7417
2015-10-24,7,4.12,330,27-017-7417
2015-10-24,8,6.18,313,27-017-7417
2015-10-24,9,11.61,312,27-017-7417
2015-10-24,10,11.94,313,27-017-7417
2015-10-24,11,11.02,315,27-017-7417
2015-10-24,12,10.83,314,27-017-7417
2015-10-24,13,12.71,322,27-017-7417
2015-10-24,14,9.35,316,27-017-7417
2015-10-24,15,10.72,314,27-017-7417
2015-10-24,16,12.51,313,27-017-7417
2015-10-24,17,18.6,313,27-017-7417
2015-10-24,18,11.68,329,27-017-7417
2015-10-24,19,14.09,329,27-017-7417
2015-10-24,20,15.92,338,27-017-7417
2015-10-24,21,12.56,327,27-017-7417
2015-10-24,22,10.44,302,27-017-7417
2015-10-24,23,3.74,282,27-017-7417
2015-10-25,0,4.82,260,27-017-7417
2015-10-25,1,3.42,260,27-017-7417
2015-10-25,2,5.66,251,27-017-7417
2015-10-25,3,8.31,268,27-017-7417
2015-10-25,4,7.49,270,27-017-7417
2015-10-25,5,8.09,272,27-017-7417
2015-10-25,6,8.07,280,27-017-7417
2015-10-25,7,7.09,283,27-017-7417
2015-10-25,9,7.66,302,27-017-7417
2015-10-25,10,4.84,294,27-017-7417
2015-10-25,11,3.15,300,27-017-7417
2015-10-25,12,3.35,330,27-017-7417
2015-10-25,13,0.78,349,27-017-7417
2015-10-25,14,4.84,353,27-017-7417
2015-10-25,15,0.98,42,27-017-7417
2015-10-25,16,0.95,47,27-017-7417
2015-10-25,17,2.76,45,27-017-7417
2015-10-25,18,1.98,129,27-017-7417
2015-10-25,19,2.52,234,27-017-7417
2015-10-25,20,5.98,199,27-017-7417
2015-10-25,21,0.34,148,27-017-7417
2015-10-25,22,0.26,186,27-017-7417
2015-10-25,23,3.33,101,27-017-7417
2015-10-26,0,1.63,40,27-017-7417
2015-10-26,1,2.64,43,27-017-7417
2015-10-26,2,2.85,48,27-017-7417
2015-10-26,3,3.98,50,27-017-7417
2015-10-26,4,0.59,51,27-017-7417
2015-10-26,5,0.69,26,27-017-7417
2015-10-26,6,0.5,56,27-017-7417
2015-10-26,7,0.85,230,27-017-7417
2015-10-26,8,1.56,26,27-017-7417
2015-10-26,9,2.09,74,27-017-7417
2015-10-26,10,0.58,70,27-017-7417
2015-10-26,11,2.97,131,27-017-7417
2015-10-26,12,0.79,90,27-017-7417
2015-10-26,13,4.71,79,27-017-7417
2015-10-26,14,4.94,88,27-017-7417
2015-10-26,15,5.08,97,27-017-7417
2015-10-26,16,7.06,88,27-017-7417
2015-10-26,17,6.99,96,27-017-7417
2015-10-26,18,7.12,88,27-017-7417
2015-10-26,19,8.23,82,27-017-7417
2015-10-26,20,7.56,87,27-017-7417
2015-10-26,21,6.92,96,27-017-7417
2015-10-26,22,8.11,90,27-017-7417
2015-10-26,23,7.32,88,27-017-7417
2015-10-27,0,7.97,91,27-017-7417
2015-10-27,1,8.12,91,27-017-7417
2015-10-27,2,7.54,95,27-017-7417
2015-10-27,3,6.01,95,27-017-7417
2015-10-27,4,7.65,91,27-017-7417
2015-10-27,5,9.43,89,27-017-7417
2015-10-27,6,10.03,89,27-017-7417
2015-10-27,7,9.31,97,27-017-7417
2015-10-27,8,7.47,90,27-017-7417
2015-10-27,9,5.59,89,27-017-7417
2015-10-27,10,6.14,96,27-017-7417
2015-10-27,11,6.38,96,27-017-7417
2015-10-27,12,7.39,90,27-017-7417
2015-10-27,13,7.28,90,27-017-7417
2015-10-27,14,7.47,98,27-017-7417
2015-10-27,15,8.26,82,27-017-7417
2015-10-27,16,9.23,90,27-017-7417
2015-10-27,17,9.21,99,27-017-7417
2015-10-27,18,13.07,90,27-017-7417
2015-10-27,19,9.8,88,27-017-7417
2015-10-27,20,12.67,97,27-017-7417
2015-10-27,21,9.87,101,27-017-7417
2015-10-27,22,12.71,88,27-017-7417
2015-10-27,23,6.8,85,27-017-7417
2015-10-28,0,7.32,84,27-017-7417
2015-10-28,1,6.53,84,27-017-7417
2015-10-28,2,7.9,86,27-017-7417
2015-10-28,3,7.06,97,27-017-7417
2015-10-28,4,3.84,101,27-017-7417
2015-10-28,5,5.43,99,27-017-7417
2015-10-28,6,3.85,106,27-017-7417
2015-10-28,7,7.09,97,27-017-7417
2015-10-28,8,5.6,76,27-017-7417
2015-10-28,9,6.32,73,27-017-7417
2015-10-28,10,8.75,86,27-017-7417
2015-10-28,11,2.62,76,27-017-7417
2015-10-28,12,4.31,83,27-017-7417
2015-10-28,13,6.84,81,27-017-7417
2015-10-28,14,1,92,27-017-7417
2015-10-28,15,2.87,88,27-017-7417
2015-10-28,16,2.74,316,27-017-7417
2015-10-28,17,7.16,284,27-017-7417
2015-10-28,18,9.97,284,27-017-7417
2015-10-28,19,11.87,293,27-017-7417
2015-10-28,20,13.18,285,27-017-7417
2015-10-28,21,13.66,283,27-017-7417
2015-10-28,22,14.37,290,27-017-7417
2015-10-28,23,13.57,283,27-017-7417
2015-10-29,0,11.13,290,27-017-7417
2015-10-29,1,12.5,298,27-017-7417
2015-10-29,2,10.91,290,27-017-7417
2015-10-29,3,12.33,302,27-017-7417
2015-10-29,4,12.2,302,27-017-7417
2015-10-29,5,13.15,319,27-017-7417
2015-10-29,6,13.17,312,27-017-7417
2015-10-29,7,14.16,321,27-017-7417
2015-10-29,8,14.17,322,27-017-7417
2015-10-29,9,18.17,322,27-017-7417
2015-10-29,10,12.93,309,27-017-7417
2015-10-29,11,15.51,323,27-017-7417
2015-10-29,12,15.09,324,27-017-7417
2015-10-29,13,13.49,326,27-017-7417
2015-10-29,14,10.45,325,27-017-7417
2015-10-29,15,9.75,306,27-017-7417
2015-10-29,18,8.89,304,27-017-7417
2015-10-29,19,12.7,303,27-017-7417
2015-10-29,20,8.73,319,27-017-7417
2015-10-29,21,13.35,303,27-017-7417
2015-10-29,22,9.9,314,27-017-7417
2015-10-29,23,8.32,313,27-017-7417
2015-10-30,0,9.43,312,27-017-7417
2015-10-30,1,4.92,298,27-017-7417
2015-10-30,2,5.89,311,27-017-7417
2015-10-30,3,1.23,302,27-017-7417
2015-10-30,4,1,294,27-017-7417
2015-10-30,5,3.63,306,27-017-7417
2015-10-30,6,2.72,242,27-017-7417
2015-10-30,7,2.77,209,27-017-7417
2015-10-30,8,2.8,216,27-017-7417
2015-10-30,9,3.1,206,27-017-7417
2015-10-30,10,0.85,224,27-017-7417
2015-10-30,11,4.74,196,27-017-7417
2015-10-30,12,5.69,215,27-017-7417
2015-10-30,13,6.86,192,27-017-7417
2015-10-30,14,8.01,187,27-017-7417
2015-10-30,15,10.64,210,27-017-7417
2015-10-30,16,9.63,220,27-017-7417
2015-10-30,17,8.69,202,27-017-7417
2015-10-30,18,11.15,212,27-017-7417
2015-10-30,19,9.7,195,27-017-7417
2015-10-30,20,12.61,185,27-017-7417
2015-10-30,21,9.57,186,27-017-7417
2015-10-30,22,9.76,192,27-017-7417
2015-10-30,23,8.86,176,27-017-7417
2015-10-31,0,7.32,184,27-017-7417
2015-10-31,1,9.28,186,27-017-7417
2015-10-31,2,8.48,203,27-017-7417
2015-10-31,3,8.88,195,27-017-7417
2015-10-31,4,5.92,183,27-017-7417
2015-10-31,5,7.63,177,27-017-7417
2015-10-31,6,8.15,192,27-017-7417
2015-10-31,7,6.78,193,27-017-7417
2015-10-31,8,8.66,193,27-017-7417
2015-10-31,9,7.58,205,27-017-7417
2015-10-31,10,6.66,203,27-017-7417
2015-10-31,11,8.8,193,27-017-7417
2015-10-31,12,6.15,177,27-017-7417
2015-10-31,13,6.04,176,27-017-7417
2015-10-31,14,6.05,183,27-017-7417
2015-10-31,15,4.01,183,27-017-7417
2015-10-31,16,9.68,192,27-017-7417
2015-10-31,17,9.64,198,27-017-7417
2015-10-31,18,8.02,199,27-017-7417
2015-10-31,19,8,192,27-017-7417
2015-10-31,20,6.6,201,27-017-7417
2015-10-31,21,8.87,197,27-017-7417
2015-10-31,22,7.16,219,27-017-7417
2015-10-31,23,6.44,219,27-017-7417
2015-11-01,0,7.13,221,27-017-7417
2015-11-01,1,8.15,215,27-017-7417
2015-11-01,2,8.76,232,27-017-7417
2015-11-01,3,8.74,239,27-017-7417
2015-11-01,4,6.8,227,27-017-7417
2015-11-01,5,9.07,241,27-017-7417
2015-11-01,6,9.32,249,27-017-7417
2015-11-01,7,10.03,258,27-017-7417
2015-11-01,9,12.72,271,27-017-7417
2015-11-01,10,13.41,280,27-017-7417
2015-11-01,11,10.92,273,27-017-7417
2015-11-01,12,10.3,271,27-017-7417
2015-11-01,13,6.43,263,27-017-7417
2015-11-01,14,9.16,252,27-017-7417
2015-11-01,15,9.41,259,27-017-7417
2015-11-01,16,9.3,260,27-017-7417
2015-11-01,17,7.75,254,27-017-7417
2015-11-01,18,7.38,252,27-017-7417
2015-11-01,19,7.03,242,27-017-7417
2015-11-01,20,5.52,202,27-017-7417
2015-11-01,21,4.96,210,27-017-7417
2015-11-01,22,3.23,157,27-017-7417
2015-11-01,23,4.76,151,27-017-7417
2015-11-02,0,2.77,144,27-017-7417
2015-11-02,1,1.96,137,27-017-7417
2015-11-02,2,0.54,155,27-017-7417
2015-11-02,3,2.52,134,27-017-7417
2015-11-02,4,2.73,116,27-017-7417
2015-11-02,5,0.29,95,27-017-7417
2015-11-02,6,0.45,22,27-017-7417
2015-11-02,7,2.07,37,27-017-7417
2015-11-02,8,4.07,31,27-017-7417
2015-11-02,9,2.03,51,27-017-7417
2015-11-02,10,1.2,141,27-017-7417
2015-11-02,11,0.89,212,27-017-7417
2015-11-02,12,0.45,264,27-017-7417
2015-11-02,13,0.02,1,27-017-7417
2015-11-02,14,2.61,219,27-017-7417
2015-11-02,15,1.55,162,27-017-7417
2015-11-02,16,1.95,267,27-017-7417
2015-11-02,17,3.71,253,27-017-7417
2015-11-02,18,3.35,217,27-017-7417
2015-11-02,19,5.64,243,27-017-7417
2015-11-02,20,2.93,229,27-017-7417
2015-11-02,21,2.8,195,27-017-7417
2015-11-02,22,4.5,180,27-017-7417
2015-11-02,23,2.9,164,27-017-7417
2015-11-03,0,2.55,173,27-017-7417
2015-11-03,1,0.32,176,27-017-7417
2015-11-03,2,1.67,222,27-017-7417
2015-11-03,3,4.48,220,27-017-7417
2015-11-03,4,5.43,241,27-017-7417
2015-11-03,5,6.27,270,27-017-7417
2015-11-03,6,2.93,263,27-017-7417
2015-11-03,7,5.22,309,27-017-7417
2015-11-03,8,5.19,340,27-017-7417
2015-11-03,9,4.98,343,27-017-7417
2015-11-03,10,5,343,27-017-7417
2015-11-03,11,0.89,12,27-017-7417
2015-11-03,12,3.57,11,27-017-7417
2015-11-03,13,3.06,11,27-017-7417
2015-11-03,14,1.23,49,27-017-7417
2015-11-03,15,7.71,82,27-017-7417
2015-11-03,16,9.15,79,27-017-7417
2015-11-03,17,13.33,79,27-017-7417
2015-11-03,18,11.36,86,27-017-7417
2015-11-03,19,16.1,95,27-017-7417
2015-11-03,20,16.34,87,27-017-7417
2015-11-03,21,16.83,78,27-017-7417
2015-11-03,22,11.79,84,27-017-7417
2015-11-03,23,13.33,85,27-017-7417
2015-11-04,0,9.79,85,27-017-7417
2015-11-04,1,10.2,78,27-017-7417
2015-11-04,2,10.58,85,27-017-7417
2015-11-04,3,8.96,85,27-017-7417
2015-11-04,4,8.5,93,27-017-7417
2015-11-04,5,7.12,84,27-017-7417
2015-11-04,6,6.99,101,27-017-7417
2015-11-04,7,7.04,94,27-017-7417
2015-11-04,8,7,104,27-017-7417
2015-11-04,9,5.88,111,27-017-7417
2015-11-04,10,6.12,96,27-017-7417
2015-11-04,11,5.86,103,27-017-7417
2015-11-04,12,5.25,103,27-017-7417
2015-11-04,13,5.01,94,27-017-7417
2015-11-04,14,6.5,95,27-017-7417
2015-11-04,15,6.06,94,27-017-7417
2015-11-04,16,5.15,94,27-017-7417
2015-11-04,17,6.11,96,27-017-7417
2015-11-04,18,5.3,112,27-017-7417
2015-11-04,19,6.18,114,27-017-7417
2015-11-04,20,3.87,105,27-017-7417
2015-11-04,21,3.64,100,27-017-7417
2015-11-04,22,3.44,110,27-017-7417
2015-11-04,23,3.33,121,27-017-7417
2015-11-05,0,2.98,117,27-017-7417
2015-11-05,1,4.47,122,27-017-7417
2015-11-05,2,4.5,136,27-017-7417
2015-11-05,3,3.35,128,27-017-7417
2015-11-05,4,1.17,148,27-017-7417
2015-11-05,5,0.98,148,27-017-7417
2015-11-05,6,4.74,166,27-017-7417
2015-11-05,7,5.07,167,27-017-7417
2015-11-05,8,6.07,176,27-017-7417
2015-11-05,9,6.48,168,27-017-7417
2015-11-05,10,5.78,176,27-017-7417
2015-11-05,11,7.56,159,27-017-7417
2015-11-05,12,8.67,153,27-017-7417
2015-11-05,13,9.36,162,27-017-7417
2015-11-05,18,13.34,191,27-017-7417
2015-11-05,19,15.55,192,27-017-7417
2015-11-05,20,11.11,195,27-017-7417
2015-11-05,21,14.54,235,27-017-7417
2015-11-05,22,11.56,243,27-017-7417
2015-11-05,23,14.65,252,27-017-7417
2015-11-06,0,16.59,250,27-017-7417
2015-11-06,1,17.56,260,27-017-7417
2015-11-06,2,14.26,254,27-017-7417
2015-11-06,3,13.74,269,27-017-7417
2015-11-06,4,14.86,279,27-017-7417
2015-11-06,5,16.34,281,27-017-7417
2015-11-06,6,16.85,288,27-017-7417
2015-11-06,7,16.13,281,27-017-7417
2015-11-06,8,13.66,289,27-017-7417
2015-11-06,9,10.94,274,27-017-7417
2015-11-06,10,10.85,280,27-017-7417
2015-11-06,11,10.28,280,27-017-7417
2015-11-06,12,9.5,281,27-017-7417
2015-11-06,13,12.71,274,27-017-7417
2015-11-06,14,14.97,273,27-017-7417
2015-11-06,15,14.42,272,27-017-7417
2015-11-06,16,13.16,280,27-017-7417
2015-11-06,17,12.91,287,27-017-7417
2015-11-06,18,10.61,256,27-017-7417
2015-11-06,19,9.41,264,27-017-7417
2015-11-06,20,9.42,260,27-017-7417
2015-11-06,21,10.21,254,27-017-7417
2015-11-06,22,8.39,253,27-017-7417
2015-11-06,23,7.06,260,27-017-7417
2015-11-07,0,5.27,234,27-017-7417
2015-11-07,1,5.07,239,27-017-7417
2015-11-07,2,6.1,223,27-017-7417
2015-11-07,3,7.91,239,27-017-7417
2015-11-07,4,6.36,243,27-017-7417
2015-11-07,5,8.91,260,27-017-7417
2015-11-07,6,10.9,273,27-017-7417
2015-11-07,7,9.41,273,27-017-7417
2015-11-07,8,10.52,280,27-017-7417
2015-11-07,9,10.47,280,27-017-7417
2015-11-07,10,9.99,279,27-017-7417
2015-11-07,11,10.78,270,27-017-7417
2015-11-07,12,9.25,281,27-017-7417
2015-11-07,13,7.36,271,27-017-7417
2015-11-07,14,9.82,262,27-017-7417
2015-11-07,15,14.3,271,27-017-7417
2015-11-07,16,11.37,286,27-017-7417
2015-11-07,17,10.91,258,27-017-7417
2015-11-07,18,10.64,256,27-017-7417
2015-11-07,19,9.77,256,27-017-7417
2015-11-07,20,8.41,254,27-017-7417
2015-11-07,21,8.94,267,27-017-7417
2015-11-07,22,7.11,258,27-017-7417
2015-11-07,23,3.39,230,27-017-7417
2015-11-08,0,3.26,204,27-017-7417
2015-11-08,1,3.39,204,27-017-7417
2015-11-08,2,5.4,201,27-017-7417
2015-11-08,3,4.96,201,27-017-7417
2015-11-08,4,5.53,202,27-017-7417
2015-11-08,5,5.19,214,27-017-7417
2015-11-08,6,7.67,212,27-017-7417
2015-11-08,7,8.3,212,27-017-7417
2015-11-08,9,5.44,197,27-017-7417
2015-11-08,10,5.78,204,27-017-7417
2015-11-08,11,6.63,204,27-017-7417
2015-11-08,12,7.49,210,27-017-7417
2015-11-08,13,7.38,211,27-017-7417
2015-11-08,14,10.81,211,27-017-7417
2015-11-08,15,13.27,212,27-017-7417
2015-11-08,16,13.08,212,27-017-7417
2015-11-08,17,11.55,205,27-017-7417
2015-11-08,18,16.41,202,27-017-7417
2015-11-08,19,14.54,204,27-017-7417
2015-11-08,20,15.32,204,27-017-7417
2015-11-08,21,17.47,202,27-017-7417
2015-11-08,22,13.58,202,27-017-7417
2015-11-08,23,9.65,195,27-017-7417
2015-11-09,0,10.28,193,27-017-7417
2015-11-09,1,10.19,186,27-017-7417
2015-11-09,2,13.49,193,27-017-7417
2015-11-09,3,12.48,193,27-017-7417
2015-11-09,4,10.98,194,27-017-7417
2015-11-09,5,13.47,202,27-017-7417
2015-11-09,6,10.91,194,27-017-7417
2015-11-09,7,12.94,202,27-017-7417
2015-11-09,8,10.49,195,27-017-7417
2015-11-09,9,9.31,203,27-017-7417
2015-11-09,10,9.25,204,27-017-7417
2015-11-09,11,7.5,196,27-017-7417
2015-11-09,12,8.11,204,27-017-7417
2015-11-09,13,6.08,205,27-017-7417
2015-11-09,14,7.58,204,27-017-7417
2015-11-09,15,9.16,212,27-017-7417
2015-11-09,16,9.39,221,27-017-7417
2015-11-09,17,9.05,217,27-017-7417
2015-11-09,18,2,202,27-017-7417
2015-11-09,19,8.94,208,27-017-7417
2015-11-09,20,9.02,202,27-017-7417
2015-11-09,21,8.99,193,27-017-7417
2015-11-09,22,7.91,191,27-017-7417
2015-11-09,23,3.27,175,27-017-7417
2015-11-10,0,4.89,164,27-017-7417
2015-11-10,1,5.19,181,27-017-7417
2015-11-10,2,4.78,156,27-017-7417
2015-11-10,3,3.31,177,27-017-7417
2015-11-10,4,3.23,153,27-017-7417
2015-11-10,5,5.32,196,27-017-7417
2015-11-10,6,4.73,193,27-017-7417
2015-11-10,7,3.27,151,27-017-7417
2015-11-10,8,3.07,158,27-017-7417
2015-11-10,9,3.17,172,27-017-7417
2015-11-10,10,0.79,179,27-017-7417
2015-11-10,11,4.6,169,27-017-7417
2015-11-10,12,6.2,168,27-017-7417
2015-11-10,13,3.37,148,27-017-7417
2015-11-10,14,0.98,182,27-017-7417
2015-11-10,15,5.25,171,27-017-7417
2015-11-10,16,8.79,172,27-017-7417
2015-11-10,17,11.85,189,27-017-7417
2015-11-10,18,9.59,180,27-017-7417
2015-11-10,19,11.82,179,27-017-7417
2015-11-10,20,10.43,178,27-017-7417
2015-11-10,21,8.5,169,27-017-7417
2015-11-10,22,7.15,159,27-017-7417
2015-11-10,23,5.29,151,27-017-7417
2015-11-11,0,6.71,143,27-017-7417
2015-11-11,1,5.28,155,27-017-7417
2015-11-11,2,5.18,164,27-017-7417
2015-11-11,3,3.87,169,27-017-7417
2015-11-11,4,5.33,174,27-017-7417
2015-11-11,5,4.94,182,27-017-7417
2015-11-11,6,5.07,183,27-017-7417
2015-11-11,7,6.43,181,27-017-7417
2015-11-11,8,5.57,190,27-017-7417
2015-11-11,9,3.08,180,27-017-7417
2015-11-11,10,0.27,143,27-017-7417
2015-11-11,11,2.21,155,27-017-7417
2015-11-11,12,1.85,129,27-017-7417
2015-11-11,13,0.15,38,27-017-7417
2015-11-11,14,1.42,106,27-017-7417
2015-11-11,15,1.55,113,27-017-7417
2015-11-11,16,1.24,52,27-017-7417
2015-11-11,17,3.25,49,27-017-7417
2015-11-11,18,5.35,42,27-017-7417
2015-11-11,19,4.9,62,27-017-7417
2015-11-11,20,7,49,27-017-7417
2015-11-11,21,6.88,75,27-017-7417
2015-11-11,22,6.72,83,27-017-7417
2015-11-11,23,5.93,63,27-017-7417
2015-11-12,0,7.63,64,27-017-7417
2015-11-12,1,10.95,56,27-017-7417
2015-11-12,2,10.41,48,27-017-7417
2015-11-12,3,8.96,25,27-017-7417
2015-11-12,4,11.77,23,27-017-7417
2015-11-12,5,11.1,16,27-017-7417
2015-11-12,6,10.37,7,27-017-7417
2015-11-12,7,13.15,355,27-017-7417
2015-11-12,8,12.87,343,27-017-7417
2015-11-12,9,12.84,342,27-017-7417
2015-11-12,10,16.17,333,27-017-7417
2015-11-12,11,19.09,333,27-017-7417
2015-11-12,12,12.85,333,27-017-7417
2015-11-12,13,16.08,314,27-017-7417
2015-11-12,14,11.62,314,27-017-7417
2015-11-12,17,15.28,293,27-017-7417
2015-11-12,18,13.64,300,27-017-7417
2015-11-12,19,11.63,283,27-017-7417
2015-11-12,20,9.72,282,27-017-7417
2015-11-12,21,15.1,272,27-017-7417
2015-11-12,22,13.97,282,27-017-7417
2015-11-12,23,13.85,289,27-017-7417
2015-11-13,0,15.06,282,27-017-7417
2015-11-13,1,16.49,281,27-017-7417
2015-11-13,2,15.23,282,27-017-7417
2015-11-13,3,16.32,291,27-017-7417
2015-11-13,4,14.6,292,27-017-7417
2015-11-13,5,11.33,285,27-017-7417
2015-11-13,6,11.76,291,27-017-7417
2015-11-13,7,13.43,277,27-017-7417
2015-11-13,8,11.9,285,27-017-7417
2015-11-13,9,13.31,285,27-017-7417
2015-11-13,10,13.81,293,27-017-7417
2015-11-13,11,14.49,301,27-017-7417
2015-11-13,12,16.8,301,27-017-7417
2015-11-13,13,14.9,310,27-017-7417
2015-11-13,14,18.9,312,27-017-7417
2015-11-13,15,18.84,312,27-017-7417
2015-11-13,16,15.92,321,27-017-7417
2015-11-13,17,15.19,329,27-017-7417
